Object_Number,Cell_Diameter,Nucleus_Diameter,NC
27.0,28.8362387009884,16.1304396345093,0.5593808471961501
44.0,32.8866030842406,17.6754174537861,0.5374655876896035
47.0,27.0055431913029,16.8545671294465,0.6241150940772224
74.0,26.2945103374326,17.1170567146706,0.6509745378411907
75.0,25.3447566154834,14.0744155109376,0.555318629587446
80.0,26.4755625816098,16.4529826154006,0.6214403401130751
100.0,20.9640274246117,14.1308714756883,0.6740532813412895
101.0,21.1906721457169,14.9201697365731,0.704091386718415
102.0,28.0978726216038,17.8189765016647,0.6341752894119146
111.0,25.155566933995,16.1600277479739,0.6424036393366029
153.0,26.8458681540135,18.3212660536579,0.6824612990181449
161.0,25.1048755637239,15.7204884772002,0.6261926468146302
200.0,26.4334279776514,15.2683011205661,0.5776133588679815
204.0,23.4249037276502,12.0111413247687,0.5127509365424214
205.0,21.2282110097662,15.9816774069199,0.7528508831746307
227.0,20.5265091922088,12.7194119160614,0.6196578189188291
248.0,28.1205321999814,16.6262780266393,0.5912504752186126
265.0,26.9346933713077,16.6549852906524,0.6183469424008442
287.0,25.0350073368611,16.3169249007453,0.6517643346850771
290.0,23.5672232717148,13.5086667155986,0.5731972137681404
296.0,25.1365696497744,16.1797230968409,0.643672677786649
322.0,25.1682238238192,15.5882529673228,0.6193624578533063
323.0,23.1169830310661,14.9840679721373,0.6481844084931299
353.0,22.4459719337559,11.8778281915412,0.5291741532331888
364.0,23.9093297889216,12.9181647648464,0.540298071041374
426.0,25.0921867200709,16.021482393623,0.6385048291071274
432.0,21.5557343073406,14.7051704586027,0.6821929723635067
458.0,23.3840819068058,16.71225188469,0.7146849703697795
461.0,29.7922744656126,15.2683011205661,0.5124919595578165
527.0,22.0162071164898,11.0153338405077,0.5003284072603671
544.0,20.4254119231241,20.3551273685792,0.9965589651357127
560.0,22.7069393697478,13.5909299091776,0.5985364072132346
563.0,23.2611866109141,13.4614334705782,0.578707943655038
566.0,27.1584170715893,15.121587892221,0.5567919460239767
568.0,27.0820880001129,17.6844240365126,0.652993374677716
576.0,27.9330409563668,15.1531460230179,0.5424810727442131
582.0,28.3461317416217,16.6931848483795,0.5889052164344619
584.0,25.3824253357233,14.3433777080726,0.5650909051581327
600.0,24.2663038632733,17.0424722347613,0.7023101800251843
604.0,26.8577284895397,17.693426034569,0.6587834128064878
616.0,22.5944584830026,14.040432969171,0.6214104657446586
683.0,22.0523407484121,12.9427942719831,0.5869124924035585
710.0,28.222275161415,16.8356612714161,0.5965380599234438
711.0,21.5483458806258,13.0286308923822,0.6046232487894253
715.0,30.127119213458,20.5730019113233,0.6828731869634981
717.0,25.6755850720058,16.7503208449165,0.652383219231076
724.0,23.6346932731239,15.1110538694224,0.6393590005505118
761.0,22.0451187600906,20.1348953992528,0.9133493730913361
762.0,22.3891465971867,12.9550914664644,0.5786326607058917
764.0,23.2132182858111,13.9949945556068,0.6028890256962401
810.0,21.5557343073406,15.8113883008419,0.7335119312292452
819.0,24.8242228119343,14.5527811599861,0.5862331026528581
854.0,24.9521835711457,15.6290599820836,0.6263604120064583
884.0,23.3295416998184,16.8356612714161,0.7216456065893121
889.0,21.0322772874953,15.423945317978,0.7333464230784118
891.0,24.5663018119003,13.1865594572076,0.5367742999404097
895.0,24.9585643879157,17.5125069047573,0.7016632300067871
898.0,23.6009823826626,15.1321145818998,0.6411646064790899
941.0,22.2536048750827,16.1106840366072,0.72395839357453
990.0,24.3187432628693,16.7883034806368,0.6903442048450654
1034.0,25.4826030327524,16.4433015421203,0.6452755835416804
1060.0,25.9040365248402,15.3411315903142,0.5922293838492354
1089.0,29.0398364649464,19.8882226776021,0.684860009511724
1109.0,28.3966446389638,19.9681274697875,0.7031861589164199
1110.0,21.1605931069274,15.6799194070462,0.7409962153618946
1194.0,26.3005654924553,18.3646711513388,0.6982614558841701
1231.0,24.3318354539996,17.5488399456913,0.7212295997508347
1245.0,24.5727828308264,13.9036722455195,0.5658159412078241
1248.0,29.9255977596753,17.63934513567,0.5894400264725536
1249.0,23.0203454737865,20.1111560763203,0.8736252937307599
1255.0,27.2637506941145,18.2254109719244,0.6684850949674642
1266.0,24.4688805352775,12.6817989842809,0.5182827618941201
1299.0,25.4575955654599,16.3850949823191,0.6436230373833852
1302.0,22.9926601414922,15.6595954588969,0.6810693222328736
1305.0,24.7213773243985,15.5780345113133,0.6301442798633523
1307.0,24.4688805352775,13.7308059431023,0.5611538265228847
1383.0,31.2377364471875,19.5409092357025,0.6255545842362682
1384.0,23.4181050324765,15.278726728555,0.6524322402417396
1402.0,29.6261203394813,15.205597360275,0.5132496994556265
1421.0,23.0618111551968,15.0371090865741,0.6520350455296138
1506.0,26.601565970858,17.3021113545382,0.6504170233245913
1535.0,27.3803127933634,14.8881177774564,0.5437526550487425
1557.0,30.9869502016986,16.6645433891669,0.5377923054929558
1563.0,31.7684697269133,19.1457700172686,0.6026657935320339
1590.0,26.4635309688178,19.0540632107896,0.7200121266221489
1593.0,22.9441304263009,12.893488209812,0.5619514869490181
1625.0,21.8346420249265,15.3411315903142,0.7026051342083243
1626.0,24.1676733079752,14.6400549927616,0.6057701461865782
1636.0,22.3749177132601,13.4850707731907,0.6026869437467924
1643.0,21.6809523376515,14.4098338679497,0.6646310385049528
1660.0,20.6810784624358,18.4425428977414,0.8917592441438499
1682.0,28.1940500566826,18.4598031194862,0.6547410919103064
1684.0,21.0095519677443,14.1533908070674,0.6736645707055972
1701.0,25.5075859829024,15.8013141435268,0.6194750908266403
1708.0,23.4113043629466,15.205597360275,0.6494980853925044
1717.0,28.0127359569925,17.2005776824927,0.6140270521558646
1732.0,23.089413572204,16.9581725971401,0.734456617709644
1736.0,24.3841339247706,15.0476948739369,0.61711008151291
1762.0,23.6683561491403,15.5882529673228,0.6586115600550065
1768.0,24.2268998255913,13.198629537041,0.5447923437194823
1779.0,25.5761632655982,15.2995566315178,0.5981959245660907
1811.0,24.7020461258283,17.1449422450467,0.6940697202860479
1845.0,21.0398469394544,13.5557353833512,0.6442886881430291
1851.0,21.7981475283747,13.0774274335687,0.5999329721273692
1865.0,27.611960853326,20.0,0.7243237851248402
1867.0,33.3815998746478,17.384743292987,0.5207881994352862
1876.0,22.1532013761034,15.1741483144875,0.6849641303245595
1894.0,28.8583185194616,15.7407338023658,0.5454487513453181
1921.0,23.5131078770591,14.9094934062353,0.6340928423495203
1931.0,22.2822084921272,14.4429472793696,0.6481829341320728
1937.0,27.8130702904388,16.4336147657025,0.5908594266686129
1950.0,20.7809319752017,11.5378082454286,0.5552112994353139
1965.0,21.0625395726253,20.1507060773069,0.9567082833399873
1973.0,24.0090216589329,14.0177321734517,0.5838527022293806
2027.0,24.6955990302922,13.0530519651573,0.5285578191136858
2064.0,20.6271109709132,12.893488209812,0.6250748458178863
2130.0,23.3158867137497,13.8347849237113,0.5933630186817102
2132.0,23.742246471552,12.4024858819091,0.522380470473583
2148.0,21.629479764998,16.0909041837999,0.7439339437945741
2154.0,28.3742055642316,18.120263492692,0.6386174742997678
2201.0,24.4623719886707,15.7912335593151,0.6455315766855528
2202.0,30.9097721236966,19.2866410318903,0.6239658110292062
2205.0,26.8755091790011,15.608669810346,0.5807767103643072
2210.0,24.7342563965535,16.6358526188677,0.6725834952202467
2219.0,25.5387803029639,14.0630971210805,0.5506565683345657
2222.0,24.0950876405886,13.0286308923822,0.540717306644498
2233.0,22.5662506586674,21.2357108195779,0.9410385066081655
2258.0,22.7069393697478,15.7609531219435,0.694102928858023
2265.0,22.8188658119258,16.2092212491281,0.7103429847357572
2278.0,22.7069393697478,14.1871027821158,0.6247915032096804
2290.0,25.5075859829024,14.2989020112075,0.560574490302296
2338.0,27.5542314135199,16.9769420246861,0.616128309656139
2345.0,24.357998725487,16.1993944999684,0.6650544111827281
2346.0,22.2964965400796,13.949408133005,0.6256322874730526
2347.0,24.0222826495374,16.0611887305856,0.6685954438594907
2348.0,22.2177985689043,14.0063679784962,0.6304120516287021
2354.0,27.5773376913024,17.2005776824927,0.6237214728642054
2373.0,21.7689078807016,15.931781320711,0.7318594670904329
2391.0,22.5097289652535,15.1741483144875,0.6741151054244429
2396.0,24.9776970579449,14.2654542413964,0.5711276827604428
2407.0,28.5978040224151,15.710356031109,0.5493553287796205
2427.0,25.5138278980779,17.6303155240542,0.6910102080520184
2429.0,21.9582696289016,12.8439928708421,0.5849273684997821
2455.0,27.4442109264558,15.4651858870915,0.5635135923031147
2469.0,28.058174325797,16.9487800887502,0.6040585496386806
2470.0,24.8498676770497,16.4142240630606,0.6605356727199031
2497.0,22.9441304263009,15.931781320711,0.6943728537407706
2510.0,22.1316270797574,13.707592391517,0.619366680186591
2531.0,28.4190659962975,19.767759893579,0.6955809137483402
2540.0,20.7732679764254,16.7693229166476,0.8072549266527689
2543.0,26.7210168005168,14.9094934062353,0.5579687897934685
2554.0,26.6673301403663,19.1124730007349,0.7166999058448816
2558.0,28.3348944243351,18.5114872237665,0.6533106122275903
2575.0,21.4594863438091,14.8774184460152,0.6932793361248007
2577.0,24.1676733079752,15.5165824591046,0.6420387375057827
2601.0,29.2529055663952,19.8802145344638,0.6795979458977761
2619.0,27.310435232919,18.3993215050755,0.6737102996768659
2623.0,22.1028285938052,15.121587892221,0.6841471817982226
2637.0,26.5656259869109,18.2254109719244,0.6860523814083738
2663.0,24.2466098490485,16.559100871003,0.6829449961909962
2774.0,24.2859819072125,13.3067675899997,0.547919686378743
2776.0,20.8726804653575,14.4208801201414,0.6908973739178258
2801.0,24.3971910255321,17.0144187635039,0.6973925295620306
2808.0,23.2817142100944,14.1983223194819,0.6098486645509051
2830.0,23.6414296829153,11.4963300707461,0.4862789697974158
2908.0,26.3187225988586,15.8716989646817,0.6030573446360968
2911.0,23.7221173908061,14.7268116336062,0.6208051073600125
2986.0,25.1302340303544,15.2474285187084,0.6067364315147753
2992.0,25.3635979685617,13.8117461318325,0.5445499549769014
3000.0,22.7069393697478,14.1195983414841,0.6218186481043536
3004.0,26.529637314727,16.7312971921631,0.6306643771143945
3024.0,25.947030805919,14.7376203041502,0.567988700302012
3081.0,29.8936543976879,16.9487800887502,0.5669691588480092
3118.0,30.9818109778135,18.6997734922758,0.603572641562721
3139.0,24.2531762973338,15.9117790763885,0.6560699052906203
3154.0,28.3180300873044,18.2864677961218,0.6457535266310784
3171.0,23.835957422391,16.0909041837999,0.6750685067378263
3172.0,25.6693824906683,14.0517696145134,0.5474136208621964
3175.0,23.3227152061244,12.9796509036113,0.5565240062702016
3178.0,24.2531762973338,15.4342657910752,0.6363812146441173
3217.0,24.4298032457121,14.3322717228935,0.5866715985692226
3233.0,23.742246471552,13.2227366430407,0.5569286233669676
3240.0,23.995753339788,17.2098327693515,0.7172032703309805
3253.0,21.7469523452306,13.5086667155986,0.6211751651978598
3263.0,29.7119933321664,16.3948104263879,0.5517909970933781
3279.0,25.3949691592395,15.4445793677631,0.608174763706845
3325.0,25.9776974409052,16.4529826154006,0.6333503056931166
3333.0,25.8978886580098,14.9308384327784,0.5765272462919687
3344.0,21.9292434831944,12.4920356793444,0.5696519211398123
3345.0,30.6407164274061,18.5887439401882,0.6066680583082513
3357.0,25.8671274063197,15.9417730315211,0.616294680932615
3359.0,24.3971910255321,15.309960955489,0.6275296586179471
3365.0,22.5309412165118,14.1308714756883,0.6271762612976192
3368.0,28.2053434879614,18.903037871314,0.6701935000147115
3380.0,26.8814334619297,16.797785720015,0.6248842995595653
3429.0,21.4297846183719,14.0970250283413,0.6578239249430358
3436.0,28.6700980516808,16.2680570913881,0.5674224434832157
3456.0,22.3749177132601,12.8439928708421,0.5740353120150398
3479.0,22.0812050811181,21.3628047491801,0.967465528747237
3485.0,23.6279549427594,13.1623860923205,0.5570683592468086
3506.0,24.2203262534107,17.357243022736,0.7166395217443348
3509.0,26.8991984821275,16.1007971476511,0.5985604797239171
3524.0,26.2035151043072,15.4960442866892,0.5913727309105197
3560.0,27.8130702904388,16.5109498505735,0.5936399569755306
3576.0,24.6762476371962,14.7592138985943,0.5981141912495125
3600.0,21.1605931069274,13.4140339097709,0.6339157811876035
3629.0,23.6481641737749,17.1635074288779,0.7257860399967838
3721.0,24.7471287660934,16.6262780266393,0.6718467497295824
3722.0,27.1642796549434,17.5669782863943,0.64669405960844
3749.0,24.9138643518559,15.6188682235938,0.6269147171635102
3750.0,21.2056956656088,12.4409432947705,0.5866793285611047
3752.0,25.3635979685617,14.7159950242632,0.5802013989696473
3783.0,23.0549053873657,15.8315173838505,0.6866875885132158
3791.0,27.5079606312277,15.2369814955437,0.5539117094069966
3803.0,21.6221165376306,20.0715281440706,0.9282869283004098
3823.0,25.6383470755104,15.1951215771781,0.5926716543943035
3833.0,22.8746236612389,15.730614396754,0.6876884459266345
3836.0,29.6637203622958,18.5028832320287,0.6237546405523318
3860.0,23.2748736886568,14.0857248060617,0.6051901717914152
3900.0,20.9564303859768,13.1502827462276,0.627505854003993
3919.0,25.6693824906683,15.608669810346,0.6080656523786767
3962.0,25.2566444559046,15.8214560435372,0.6264274761898704
3972.0,29.8296650533903,20.4565719899405,0.6857794733305429
3974.0,26.8043156521411,15.5165824591046,0.5788837387409722
4007.0,21.4149183074475,13.8807477909394,0.6481812160876687
4077.0,25.0858398914074,14.6073884106073,0.5822961668351689
4132.0,24.4037169561091,20.6810784624358,0.8474560862851921
4137.0,27.6983294122461,17.5397637413367,0.6332426580782141
4158.0,23.8025315786817,13.4614334705782,0.5655462918337092
4196.0,27.9387409953928,23.4520787991172,0.8394107237324879
4203.0,23.0134272631198,13.5674770359496,0.589546132387338
4226.0,25.2503389647425,13.707592391517,0.5428676585552834
4233.0,29.7655381464286,18.2690438114161,0.6137649425837141
4269.0,25.7065755299633,16.6836431586325,0.6490029424256152
4272.0,23.6346932731239,16.2484688156609,0.6874838030641076
4278.0,20.9107901930275,14.142135623731,0.6763080444681885
4303.0,23.2406408804713,16.6740960086898,0.7174542257438671
4310.0,24.1083012898628,16.1501710665153,0.6699008309352023
4335.0,24.6891502512215,18.7338040454345,0.758786910639326
4349.0,24.4883957960178,14.0744155109376,0.574738158766052
4381.0,22.4104729839211,13.6026411822763,0.6069769786668858
4392.0,21.6147508019246,14.453968225101,0.6687085295387262
4405.0,30.0318302476802,17.5397637413367,0.5840391210486265
4438.0,25.8301655478493,19.6059915448977,0.759034684023934
4448.0,24.6762476371962,15.8917516561466,0.6440100573553927
4457.0,22.5097289652535,15.3515077373174,0.6819943394704714
4470.0,26.3126716222068,16.6071122819095,0.6311450437398303
4496.0,23.5807327158003,14.802306585623,0.6277288650875847
4502.0,24.1544921380239,15.1426339537521,0.6269075692928616
4522.0,24.6116331046201,17.070479603261,0.6935939411536459
4532.0,24.9010781748003,16.9205712812563,0.6795115923285518
4545.0,26.6912042097318,16.71225188469,0.6261333041915208
4557.0,21.3553495736786,12.781854176071,0.5985317230220008
4565.0,31.5370573652829,20.2295741129122,0.6414540798337649
4572.0,23.4656545332782,17.0891256815704,0.7282611979706417
4573.0,25.2314130365633,12.3510230629141,0.4895097648719082
4581.0,24.8113904395018,13.8807477909394,0.559450621067979
4620.0,21.3628047491801,16.4529826154006,0.7701695918946253
4653.0,23.1100937497237,15.4032836270977,0.666517574264789
4655.0,25.3886980221741,13.198629537041,0.5198624019834935
4658.0,25.8054948969978,15.4342657910752,0.5980999726097411
4669.0,28.5588006670694,16.4433015421203,0.5757700308851118
4672.0,26.8161943656213,15.5370934825453,0.5793921863299161
4673.0,30.1218332902287,15.2265273046076,0.5054980272248891
4678.0,28.340513639943,16.5398572841755,0.583611768449542
4679.0,22.1962870596789,13.9836118822672,0.6299977939855267
4684.0,25.4137732855919,16.2582659035668,0.6397423051217771
4695.0,25.1365696497744,14.6617922801492,0.5832853282858661
4768.0,22.9788049669039,16.5109498505735,0.7185295264202827
4785.0,24.8113904395018,16.0710999865308,0.6477307277767179
4806.0,24.0156530695438,15.5473388469837,0.6473835544660055
4808.0,22.6929097487793,15.5882529673228,0.6869217363437197
4825.0,27.4035657171241,16.2778423897715,0.5940045378693075
4837.0,24.1940141041403,11.8644144908289,0.49038635919446505
4849.0,27.8474003635235,17.1727824943638,0.6166745286880685
4886.0,21.5039620108855,14.1983223194819,0.6602654111969962
4888.0,22.2536048750827,16.2092212491281,0.7283863149416083
4890.0,24.1083012898628,17.4122001302476,0.72224915065124
4891.0,26.9996461406394,15.6188682235938,0.5784841824309894
4935.0,23.2543400510569,15.2578683888248,0.6561299247936015
4951.0,24.7020461258283,16.3071630542833,0.6601543439445138
4964.0,20.8421425112343,15.0371090865741,0.7214761667841404
4967.0,25.965435133193,16.0512713546906,0.6181784080395172
5043.0,21.5705035686194,13.1744783191173,0.6107635956298872
5053.0,24.7278176989573,14.3655639204172,0.5809475019311128
5060.0,24.6568810566035,15.5165824591046,0.6293002924207648
5068.0,23.5739789614828,16.0512713546906,0.6808893560529832
5095.0,26.3368671874315,17.594150736179,0.6680426571226852
5147.0,22.453064988739,12.3639088494787,0.5506557281012473
5151.0,22.5944584830026,14.0290871628985,0.62090831579134
5195.0,25.3447566154834,14.6943379190415,0.5797782216643801
5205.0,27.7385427085194,15.7912335593151,0.569288506799065
5230.0,23.5807327158003,14.802306585623,0.6277288650875847
5254.0,22.552133515804,15.2891452273644,0.6779467324743412
5265.0,24.6633382731752,15.9217833396066,0.6455648121618535
5266.0,22.2964965400796,16.2386658169914,0.728305713312457
5323.0,22.8467617463174,13.0530519651573,0.5713305067078611
5338.0,32.9494884605045,19.9362039841933,0.6050535202721035
5363.0,28.9134442975322,17.384743292987,0.6012685003588731
5369.0,28.2730093432737,16.6931848483795,0.5904283002103169
5412.0,27.9842995107664,15.3515077373174,0.5485757373133894
5417.0,28.7422102434995,17.8546859092284,0.6212008665292718
5426.0,21.1003063943703,13.2106885889279,0.626089893768206
5438.0,19.4592502523136,12.9304853825871,0.6644904204903648
5442.0,23.3500092063431,14.7484210533494,0.6316237789466459
5443.0,27.310435232919,18.3299552958128,0.6711703837556766
5447.0,22.8606969484343,14.7592138985943,0.645615220388333
5455.0,20.9488305922959,14.0744155109376,0.6718473114252773
5470.0,27.4384081542318,16.3850949823191,0.5971590950254175
5477.0,22.6155912625088,12.4665156615172,0.5512354515437179
5492.0,31.6429120870744,21.0095519677443,0.6639576000442244
5496.0,22.7419755568706,12.3510230629141,0.5430936741633565
5507.0,24.1874315943996,15.9717106598283,0.6603309903944665
5517.0,24.3645351535466,15.4651858870915,0.6347416763598843
5574.0,23.9691946671896,14.0970250283413,0.5881309415721885
5577.0,26.4093208791775,14.1308714756883,0.5350713689434484
5639.0,23.1994948330681,13.198629537041,0.5689188334492498
5649.0,21.332968415138,15.278726728555,0.7162025664329548
5655.0,25.6507657476242,16.0115404240689,0.6242129604084785
5660.0,21.9147159933699,14.4979682301538,0.6615631356819788
5663.0,31.380143017459,15.8113883008419,0.5038660369407781
5670.0,27.357040105101,18.8270709013939,0.6881983880223723
5678.0,25.2503389647425,22.8537304095102,0.9050860838510434
5686.0,21.518766805762,14.9521529881449,0.6948424657932172
5695.0,24.7664247758602,15.0265158418028,0.6067293110650804
5702.0,25.6631784102174,14.5964833038908,0.5687714542045748
5706.0,25.4950975679639,11.8644144908289,0.4653606231237663
5709.0,26.4394513178179,15.4445793677631,0.5841490120997629
5743.0,21.7908412947093,16.0115404240689,0.7347830314360748
5751.0,20.8650501669979,12.4153182556282,0.5950293987438103
5756.0,24.5273797354691,13.4258994883048,0.5473841736502157
5761.0,21.7029746412849,12.781854176071,0.588944805370434
5763.0,24.7921294270715,15.2683011205661,0.6158527513935145
5771.0,25.5075859829024,16.5783221205045,0.6499369298065627
5783.0,29.0891447785775,18.0674602813762,0.6211066161931944
5813.0,25.965435133193,15.2995566315178,0.5892278158650829
5820.0,24.2728649838105,16.8734518044228,0.6951569917962731
5945.0,21.7762214733422,12.6817989842809,0.5823691222008179
5951.0,25.9776974409052,15.1005124981574,0.5812875653243892
5952.0,24.1940141041403,14.3877159211166,0.5946808106826077
5986.0,23.6481641737749,14.541835102657,0.6149244819089786
6015.0,25.7560827025063,15.6697607280356,0.608390682272145
6030.0,22.4033664440297,13.0774274335687,0.5837259978869702
6057.0,33.6665930923499,23.9293013890534,0.710772881693541
6073.0,24.1808472927683,13.0164031741628,0.5382939239707941
6074.0,18.6656808960215,16.6262780266393,0.8907405049543686
6106.0,31.2173396206921,24.7664247758602,0.793354753376999
6167.0,22.8049050484214,14.8667114144405,0.6519084987582354
6178.0,25.2503389647425,15.6799194070462,0.6209785709784075
6185.0,25.9101829329288,17.3755813723017,0.6706082090304107
6198.0,22.9024516808492,13.9151203102383,0.6075821271953161
6202.0,26.7269753281415,14.9840679721373,0.5606346317968948
6206.0,20.4098140499648,12.5935986165452,0.6170364210920833
6218.0,24.8562747591923,15.1005124981574,0.607513098581796
6242.0,26.9583306670997,18.0674602813762,0.6701995203073151
6259.0,27.5426710054535,18.9954738155621,0.6896743533624956
6383.0,21.6809523376515,17.7204045905702,0.8173259326711702
6393.0,28.8969176061004,18.7762555026458,0.6497667245548004
6402.0,22.0739925363948,20.0159172329214,0.9067647005823654
6414.0,20.0318218180554,11.6750046031715,0.5828229059350158
6448.0,26.4996094190661,14.9094934062353,0.5626306852473126
6476.0,22.3107754378225,14.4979682301538,0.6498191096296911
6490.0,22.9788049669039,14.8452741842344,0.6460420463821278
6493.0,24.4102411420179,14.6943379190415,0.6019743038813248
6528.0,26.0083279166329,15.931781320711,0.6125646128339636
6533.0,24.6374992526992,15.1636508048848,0.6154703709721482
6535.0,26.3912261042685,13.5439835515944,0.5132002392796674
6560.0,23.1307554380258,16.6262780266393,0.7187952884282601
